"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/23/2016","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","68.83","debit","Groceries","Rewards Card","",""
"1/22/2016","Subway","SUBWAY 03258274 PARSIPPANY NJ","23.28","debit","Fast Food","Rewards Card","",""
"1/22/2016","Interest Charge","PURCHASE INTEREST CHARGE","22.44","debit","Finance Charge","Freedom Card","",""
"1/22/2016","Cash Redemption","Cash Redemption","37.00","credit","Income","Kalpan Checking","",""
"1/20/2016","California Pizza Kitchen","CALIFORNIA PIZZA 180 WAYNE NJ","69.00","debit","Restaurants","Rewards Card","",""
"1/20/2016","Digital Federal Des","DIGITAL FEDERAL DES:PEOPLE PAY ID:K BHATT INDN:KALPAN BHATT CO ID:M391165550 WEB","500.00","credit","Transfer","Kalpan Checking","",""
"1/20/2016","Transfer to Chase Credit","Chase Credit Cards Bill Payment","1763.99","debit","Credit Card Payment","Kalpan Checking","",""
"1/20/2016","Digital Federal Des","DIGITAL FEDERAL DES:PEOPLE PAY ID:K BHATT INDN:KALPAN BHATT CO ID:M391165550 WEB","499.99","credit","Transfer","Kalpan Checking","",""
"1/20/2016","Transfer from BOA Checking - Kalpan","Payment Thank You Bill Pa","1763.99","credit","Credit Card Payment","Freedom Card","",""
"1/19/2016","Payment","PAYMENT","5375.23","credit","Credit Card Payment","Rewards Card","",""
"1/19/2016","Patel Brothers of Parsippany","PATEL BROTHERS OF PARSIPPANY NJ","84.28","debit","Groceries","Rewards Card","",""
"1/19/2016","Amazon.com","Amazon.ca Payments AMAZON.CA WA","23.61","debit","Gift","Rewards Card","",""
"1/19/2016","Credit Card Payment","BANK OF AMERICA CREDIT CARD Bill Payment","25.00","debit","Credit Card Payment","Kalpan Checking","",""
"1/19/2016","Transfer to BankAmericard Platinum Plus Visa","Bank of America Credit Card Bill Payment","48.04","debit","Credit Card Payment","Kalpan Checking","",""
"1/19/2016","Transfer to BOA Cash Rewards","Bank of America Credit Card Bill Payment","5375.23","debit","Credit Card Payment","Kalpan Checking","",""
"1/19/2016","Late Payment Fee","LATE FEE","37.00","debit","Late Fee","Freedom Card","",""
"1/19/2016","People PC","WITHDRAW 01/19/2016 P2P Payment To: 6BJ9T8UX A2A TO KALPAN BHATT, DCU PEOPLE PA","499.99","debit","Transfer","DCU Checking","",""
"1/19/2016","People PC","WITHDRAW 01/19/2016 P2P Payment To: HBA9T8UX A2A TO KALPAN BHATT, DCU PEOPLE PA","500.00","debit","Transfer","DCU Checking","",""
"1/19/2016","DCU Auto loan","TRANSFER TO LOAN 141 MOBILE BANKING TRANSFER:635887961477302450","160.50","debit","Auto Payment","DCU Checking","",""
"1/18/2016","Pakwaan Fine In","SQ *PAKWAAN FINE IN PARSIPPANY NJ","70.86","debit","Restaurants","Rewards Card","",""
"1/18/2016","Verizon Wireless","VZWRLSS*APOCC VISN 800-922-0204 CA","175.49","debit","Mobile Phone","Rewards Card","",""
"1/18/2016","Shop Rite","SHOPRITE PARSIPPANY S1 PARSIPPANY NJ","19.38","debit","Groceries","Rewards Card","",""
"1/18/2016","Payment","PAYMENT","25.00","credit","Credit Card Payment","Rewards Card","",""
"1/18/2016","Cablevision","CABLEVISION #7876 973-398-5757 NJ","109.10","debit","Television","Rewards Card","",""
"1/15/2016","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX5631180CTS INDN:BHATT,KALPAN K...","1716.79","credit","Paycheck","Kalpan Checking","",""
"1/14/2016","Efs Tec Earthfriendlyco","EFS TEC EARTHFRIENDLYCO","199.00","debit","Electronics & Software","Rewards Card","",""
"1/14/2016","Deposit Cognizant Technodirect","DEPOSIT COGNIZANT TECHNODIRECT DEP160115","1000.00","credit","Paycheck","DCU Checking","",""
"1/12/2016","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"1/12/2016","Digital Federal Des","DIGITAL FEDERAL DES:PEOPLE PAY ID:K BHATT INDN:KALPAN BHATT CO ID:M391165550 WEB","499.00","credit","Transfer","Kalpan Checking","",""
"1/12/2016","Digital Federal Des","DIGITAL FEDERAL DES:PEOPLE PAY ID:K BHATT INDN:KALPAN BHATT CO ID:M391165550 WEB","500.00","credit","Transfer","Kalpan Checking","",""
"1/11/2016","Home Goods","HOMEGOODS #0147 PARSIPPANY NJ","27.80","debit","Gift","Rewards Card","",""
"1/11/2016","People PC","WITHDRAW 01/11/2016 P2P Payment To: OBH988IZ A2A TO KALPAN BHATT, DCU PEOPLE PA","499.00","debit","Transfer","DCU Checking","",""
"1/11/2016","People PC","WITHDRAW 01/11/2016 P2P Payment To: 3B79I8IZ A2A TO KALPAN BHATT, DCU PEOPLE PA","500.00","debit","Transfer","DCU Checking","",""
"1/08/2016","DMV","NJ MOTOR VEHICLE S 609-586-2600 NJ","48.00","debit","Auto & Transport","Rewards Card","",""
"1/08/2016","Digital Federal Des","DIGITAL FEDERAL DES:PEOPLE PAY ID:K BHATT INDN:KALPAN BHATT CO ID:M391165550 WEB","500.00","credit","Transfer","Kalpan Checking","",""
"1/08/2016","Digital Federal Des","DIGITAL FEDERAL DES:PEOPLE PAY ID:K BHATT INDN:KALPAN BHATT CO ID:M391165550 WEB","499.00","credit","Transfer","Kalpan Checking","",""
"1/07/2016","Digital Federal Des","DIGITAL FEDERAL DES:PEOPLE PAY ID:K BHATT INDN:KALPAN BHATT CO ID:M391165550 WEB","500.00","credit","Transfer","Kalpan Checking","",""
"1/07/2016","Exxon","EXXONMOBIL    47974456","19.05","debit","Gas & Fuel","Freedom Card","",""
"1/07/2016","People PC","WITHDRAW 01/07/2016 P2P Payment To: NBA9Y8K8 A2A TO KALPAN BHATT, DCU PEOPLE PA","499.00","debit","Transfer","DCU Checking","",""
"1/07/2016","People PC","WITHDRAW 01/07/2016 P2P Payment To: CB39K8I8 A2A TO KALPAN BHATT, DCU PEOPLE PA","500.00","debit","Transfer","DCU Checking","",""
"1/06/2016","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CARRY PARSIPPANY NJ","91.71","debit","Groceries","Rewards Card","",""
"1/06/2016","Intervale Gardens Rent","Check 153","1000.00","debit","Mortgage & Rent","Kalpan Checking","",""
"1/06/2016","Transfer to BOA Checking - Kalpan","WITHDRAW 01/06/2016 P2P Payment To: LB49W8WI A2A TO KALPAN BHATT, DCU PEOPLE PA","500.00","debit","Transfer","DCU Checking","",""
"1/05/2016","Bollywood Grill Lake","BOLLYWOOD GRILL LAKE HIWATHA NJ","23.51","debit","Restaurants","Rewards Card","",""
"1/05/2016","USPS","USPS 33639002833105222 PARSIPPANY NJ","0.49","debit","Shipping","Rewards Card","",""
"1/05/2016","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","73.00","debit","Groceries","Rewards Card","",""
"1/05/2016","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"1/05/2016","First Energy Corp.","EGS*FIRST ENERGY CORP 800-794-1630 PA","35.54","debit","Utilities","Rewards Card","",""
"1/04/2016","Speedway Gas Store","SPEEDWAY 07981 130 DUNN NC","11.79","debit","Snacks and Drinks","Rewards Card","Florida",""
"1/04/2016","Magic Kingdom","ICE CREAM LAKE BUENA VIFL","4.25","debit","Food & Dining","Rewards Card","Florida",""
"1/04/2016","Magic Kingdom","PINOCCHIO VILLAGE H LAKE BUENA VIFL","14.35","debit","Restaurants","Rewards Card","Florida","Magic Kingdom"
"1/04/2016","Magic Kingdom","FRONTIERLAND HOT DO LAKE BUENA VIFL","3.25","debit","Snacks and Drinks","Rewards Card","Florida",""
"1/04/2016","Dunkin Donuts","DUNKIN #350595 Q35 ORLANDO FL","12.94","debit","Coffee Shops","Rewards Card","Florida",""
"1/04/2016","Magic Kingdom","PECOS BILL'S CAFE LAKE BUENA VIFL","21.28","debit","Restaurants","Rewards Card","Florida",""
"1/04/2016","Magic Kingdom","FANTASY FAIRE LAKE BUENA VIFL","25.51","debit","Fast Food","Rewards Card","Florida",""
"1/03/2016","Universal Island of Adventure","Watering Hole 00901421","7.98","debit","Snacks and Drinks","Freedom Card","Florida",""
"1/02/2016","Universal Island of Adventure","Jurassic Popco00901868 ORLANDO FL","3.72","debit","Fast Food","Rewards Card","Florida",""
"1/02/2016","Dunkin Donuts","DUNKIN #350595 Q35 ORLANDO FL","9.02","debit","Coffee Shops","Rewards Card","Florida",""
"1/02/2016","Geico","GEICO *AUTO 800-841-3000 DC","107.62","debit","Auto Insurance","Rewards Card","",""
"1/02/2016","Moes","Moes 00105841 ORLANDO FL","8.73","debit","Restaurants","Rewards Card","Florida",""
"1/02/2016","Wall St Plaza","WALL ST PLAZA ORLANDO FL","12.00","debit","Alcohol & Bars","Rewards Card","Florida",""
"1/02/2016","Aashirwad Indian Cuisine","AASHIRWAD INDIAN CUISINE ORLANDO FL","33.00","debit","Restaurants","Rewards Card","Florida",""
"1/02/2016","Universal Island of Adventure","Jurassic Popco00901868 ORLANDO FL","3.72","debit","Fast Food","Rewards Card","Florida",""
"1/02/2016","Universal Studios","Rockit Cart 01200583 ORLANDO FL","7.96","debit","Fast Food","Rewards Card","Florida",""
"1/02/2016","Universal Studios","Rockit Cart 01200583 ORLANDO FL","28.73","debit","Restaurants","Rewards Card","Florida",""
"1/02/2016","Universal Studios","SF Merch Cart 01302314 ORLANDO FL","29.72","debit","Restaurants","Rewards Card","Florida",""
"1/02/2016","Netflix","NETFLIX.COM NETFLIX.COM CA","7.99","debit","Movies & DVDs","Rewards Card","",""
"1/02/2016","Moes","Moes 00105841 ORLANDO FL","20.95","debit","Restaurants","Rewards Card","Florida",""
"1/02/2016","Universal Island of Adventure","Marvel Alterni01003631 ORLANDO FL","19.17","debit","Gift","Rewards Card","Florida",""
"1/02/2016","Universal Studios","Florean Fortes01200328 ORLANDO FL","6.38","debit","Fast Food","Rewards Card","Florida",""
"12/31/2015","Valero","PRIP MART125 BOCA RATON FL","29.60","debit","Gas & Fuel","Rewards Card","Florida",""
"12/31/2015","Burger King","BURGER KING #17051 SEBASTIAN FL","2.35","debit","Fast Food","Rewards Card","Florida",""
"12/31/2015","Burger King","BURGER KING #17051 SEBASTIAN FL","6.08","debit","Fast Food","Rewards Card","Florida",""
"12/31/2015","Sultan Restaurant","SULTAN RESTAURANT MIAMI BEACH FL","31.84","debit","Restaurants","Rewards Card","Florida",""
"12/31/2015","Taco Bell","TACO BELL 001500154245 ORLANDO FL","3.51","debit","Fast Food","Rewards Card","Florida",""
"12/31/2015","Super8 NC","Mobile/Email Transfer Conf# 5a1zuptep; Zaveri, Arpit","85.00","debit","Hotel","Kalpan Checking","Florida",""
"12/31/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX7900659CTS INDN:BHATT,KALPAN K...","1701.30","credit","Paycheck","Kalpan Checking","",""
"12/31/2015","Baymont Inn and Suits ORLANDO","BAYMONT INN AND SUITES","267.28","debit","Hotel","Freedom Card","Florida",""
"12/31/2015","Dividend","DIVIDEND","0.01","credit","Investments","DCU Savings","",""
"12/30/2015","Days Inn MIAMI","DAYS INN OCEANSIDE MIAMI BEACH FL","426.96","debit","Hotel","Rewards Card","Florida",""
"12/30/2015","Better Than Sex","BETTER THAN SEX KEY WEST FL","44.00","debit","Restaurants","Rewards Card","Florida",""
"12/30/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","9.11","debit","Rental Car & Taxi","Rewards Card","Florida",""
"12/30/2015","Dunkin Donuts","DUNKIN #306057 Q35 HOMESTEAD FL","9.49","debit","Coffee Shops","Rewards Card","Florida",""
"12/30/2015","Beaches Bar Grill","BEACHES BAR AND GRILL MIAMI BEACH FL","32.00","debit","Food & Dining","Rewards Card","Florida",""
"12/30/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","7.55","debit","Rental Car & Taxi","Rewards Card","Florida",""
"12/30/2015","Universal Express Pass","Supply Vault 01302140 ORLANDO FL","276.88","debit","Amusement","Rewards Card","Florida",""
"12/30/2015","Exxon","EXXONMOBIL 99064966 HOMESTEAD FL","18.13","debit","Gas & Fuel","Rewards Card","Florida",""
"12/30/2015","Deposit Cognizant Technodirect","DEPOSIT COGNIZANT TECHNODIRECT DEP151231","1000.00","credit","Paycheck","DCU Checking","",""
"12/29/2015","Mango's Tropical Cafe","MANGO'S TROPICAL CAFE INCMIAMI BEACH FL","170.51","debit","Restaurants","Rewards Card","Florida",""
"12/29/2015","Bad Boy Burrito","BAD BOY BURRITO KEY WEST FL","8.60","debit","Fast Food","Rewards Card","Florida",""
"12/29/2015","Baymont Inn and Suits ORLANDO","BAYMONT 4593 407-3543996 FL","273.32","debit","Hotel","Rewards Card","Florida",""
"12/29/2015","Southernmost Trolley Stop","SOUTHERNMOST TROLLEY KEY WEST FL","4.29","debit","Gift","Rewards Card","Florida",""
"12/29/2015","Travelers Insurance","TRAVELERS PERS INS","16.00","debit","Home Insurance","Freedom Card","",""
"12/28/2015","7-Eleven","7-ELEVEN 33974 ORLANDO FL","19.09","debit","Gas & Fuel","Rewards Card","Florida",""
"12/28/2015","EPCOT","ST STAR TOURS COMBO LAKE BUENA VIFL","4.25","debit","Travel","Rewards Card","Florida",""
"12/28/2015","EPCOT","MEXICO PAVILION EPCOT CENORLANDO FL","39.78","debit","Restaurants","Rewards Card","Florida",""
"12/28/2015","EPCOT","IMAGINATION MERCHAN LAKE BUENA VIFL","23.38","debit","Clothing","Rewards Card","Florida",""
"12/28/2015","Disney Hollywood Studios","ODF ICE CREAM LAKE BUENA VIFL","4.25","debit","Fast Food","Rewards Card","Florida",""
"12/28/2015","EPCOT","SSFF RESTAURANT LAKE BUENA VIFL","6.39","debit","Restaurants","Rewards Card","Florida",""
"12/28/2015","EPCOT","6025","5.53","debit","Coffee Shops","Rewards Card","Florida",""
"12/28/2015","Hard Rock Orlando","HARD ROCK ORLANDO R ORLANDO FL","56.00","debit","Restaurants","Rewards Card","Florida",""
"12/28/2015","Disney Hollywood Studios","ST ANIMATION PC LAKE BUENA VIFL","4.00","debit","Fast Food","Rewards Card","Florida",""
"12/28/2015","EPCOT","MOUSE GEAR LAKE BUENA VIFL","19.12","debit","Gift","Rewards Card","Florida",""
"12/26/2015","Gulf","GULF OIL 92054765 MIDWAY GA","21.60","debit","Gas & Fuel","Rewards Card","Florida",""
"12/26/2015","Wilco Fuel Plaza","WILCO 218 00002188 KENLY NC","4.56","debit","Snacks and Drinks","Rewards Card","Florida",""
"12/26/2015","Sea World","SEAWORLD-FOOD SVC ORLANDO FL","7.98","debit","Fast Food","Rewards Card","Florida",""
"12/26/2015","Tabla Indian Restaurant","5 STAR RESTAURANTS ORLANDO FL","53.25","debit","Restaurants","Rewards Card","Florida",""
"12/26/2015","Sea World Signature Seating","SEAWORLD ORLANDO FL","55.60","debit","Amusement","Rewards Card","Florida",""
"12/26/2015","Sea World","SEAWORLD","18.00","debit","Fast Food","Rewards Card","Florida",""
"12/26/2015","Sea World","SEAWORLD-FOOD SVC ORLANDO FL","25.42","debit","Restaurants","Rewards Card","Florida",""
"12/24/2015","Blink Moto Nj","BLINK MOTO #626 888-566-4223 NJ","21.40","debit","Gym","Rewards Card","",""
"12/24/2015","Days Inn RICHMOND","DAYS INNS GLEN ALLEN GLEN ALLEN VA","40.78","debit","Hotel","Rewards Card","Florida",""
"12/24/2015","Chipotle","CHIPOTLE 1990 FLORENCE SC","14.30","debit","Restaurants","Rewards Card","",""
"12/24/2015","BP","BP#9258435KENLY 95 TA TR KENLY NC","19.96","debit","Gas & Fuel","Rewards Card","Florida",""
"12/24/2015","Sunoco","SUNOCO 0368293701 CARNEYS POINTNJ","14.00","debit","Gas & Fuel","Rewards Card","Florida",""
"12/24/2015","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","Florida",""
"12/24/2015","Account Maintenance Fee","SERVICE FEE","12.00","debit","Bank Fee","Kalpan Checking","",""
"12/23/2015","Wal-Mart","WAL-MART #5077 BOONTON NJ","8.98","debit","Shopping","Rewards Card","",""
"12/22/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","18.44","debit","Gas & Fuel","Rewards Card","",""
"12/22/2015","Burlngton","BURLNGTON STORES415 PINE BROOK NJ","70.24","debit","Accessories","Rewards Card","",""
"12/22/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","17.54","debit","Groceries","Rewards Card","",""
"12/22/2015","AMC","AMC THEATRES ONLINE","22.24","debit","Movies & DVDs","Freedom Card","",""
"12/22/2015","Interest Charge","PURCHASE INTEREST CHARGE","10.17","debit","Finance Charge","Freedom Card","",""
"12/22/2015","ATM Withdrawal","BKOFAMERICA ATM 12/22 #000006839 WITHDRWL PARSIPPANY PARSIPPANY NJ","500.00","debit","Cash & ATM","Kalpan Checking","Florida",""
"12/21/2015","Clarks","CLARKS STORE #726 WAYNE NJ","99.00","debit","Clothing","Rewards Card","",""
"12/21/2015","Toyota","TOYOTA OF MORRISTOWN MORRISTOWN NJ","418.76","debit","Service & Parts","Rewards Card","",""
"12/21/2015","Old Navy","OLD NAVY US 6547 WAYNE NJ","8.99","debit","Clothing","Rewards Card","",""
"12/21/2015","Walgreens","WALGREENS #13466 PARSIPPANY NJ","21.59","debit","Pharmacy","Rewards Card","",""
"12/21/2015","Thank You Bill","Payment Thank You Bill Pa","114.02","credit","Credit Card Payment","Freedom Card","",""
"12/21/2015","Online Banking Transfer","Online Banking Transfer Conf# 5zlwlkupj; Bhatt","1000.00","debit","Transfer","Kalpan Checking","",""
"12/21/2015","ATM Withdrawal","BKOFAMERICA ATM 12/21 #000006662 WITHDRWL PARSIPPANY PARSIPPANY NJ","40.00","debit","Cash & ATM","Kalpan Checking","",""
"12/21/2015","Credit Card Payment","Chase Credit Cards Bill Payment","114.02","debit","Credit Card Payment","Kalpan Checking","",""
"12/21/2015","Transfer from BOA Checking - Kalpan","KEEPTHECHANGE CREDIT FROM ACCT7360 EFFECTIVE 12/18","0.29","credit","Transfer","Kalpan Savings","",""
"12/20/2015","Universal Tickets","UNIVERSAL ORLA02200095","319.48","debit","Amusement","Freedom Card","Florida",""
"12/20/2015","Ticketmomma Com - Seaworld","TICKETMOMMA.COM","151.10","debit","Amusement","Freedom Card","Florida",""
"12/20/2015","Disney","WDW DISNEY TICKETS","585.76","debit","Amusement","Freedom Card","Florida",""
"12/20/2015","Late Payment Fee","LATE FEE","25.00","debit","Late Fee","Freedom Card","",""
"12/20/2015","Subway","SUBWAY        03258274","14.98","debit","Fast Food","Freedom Card","",""
"12/18/2015","Cablevision","CABLEVISION #7876 973-398-5757 NJ","107.99","debit","Television","Rewards Card","",""
"12/18/2015","Verizon Wireless","VZWRLSS*APOCC VISN 800-922-0204 CA","183.51","debit","Mobile Phone","Rewards Card","",""
"12/18/2015","Payment","PAYMENT","1292.51","credit","Credit Card Payment","Rewards Card","",""
"12/18/2015","BOFA Savings","KEEP THE CHANGE TRANSFER TO ACCT 2431 FOR 12/18/15","0.29","debit","Transfer","Kalpan Checking","",""
"12/18/2015","Credit Card Payment","Bank of America Credit Card Bill Payment","157.79","debit","Credit Card Payment","Kalpan Checking","",""
"12/18/2015","Transfer to BOA Cash Rewards","Bank of America Credit Card Bill Payment","1292.51","debit","Credit Card Payment","Kalpan Checking","",""
"12/18/2015","Costco","COSTCO WHSE #0 12/18 #000487418 PURCHASE COSTCO WHSE #0244 EAST HANOVER NJ","177.71","debit","Groceries","Kalpan Checking","",""
"12/17/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","6.92","debit","Groceries","Rewards Card","",""
"12/17/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CARRY PARSIPPANY NJ","9.78","debit","Groceries","Rewards Card","",""
"12/17/2015","DCU Auto loan","TRANSFER TO LOAN 141 MOBILE BANKING TRANSFER:635859432982098371","160.50","debit","Auto Payment","DCU Checking","",""
"12/15/2015","Bollywood Grill Lake","BOLLYWOOD GRILL LAKE HIWATHA NJ","42.75","debit","Restaurants","Rewards Card","",""
"12/15/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX4558474CTS INDN:BHATT,KALPAN K...","1701.31","credit","Paycheck","Kalpan Checking","",""
"12/15/2015","Deposit Cognizant Technodirect","DEPOSIT COGNIZANT TECHNODIRECT DEP151215","1000.00","credit","Paycheck","DCU Checking","",""
"12/14/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CARRY PARSIPPANY NJ","81.45","debit","Groceries","Rewards Card","",""
"12/14/2015","Bollywood Grill Lake","BOLLYWOOD GRILL LAKE HIWATHA NJ","50.23","debit","Restaurants","Rewards Card","",""
"12/08/2015","Taco Bell","TACO BELL #28939","6.81","debit","Fast Food","Freedom Card","",""
"12/07/2015","Greenhill Liquors","GREEN HILL LIQUORS PARSIPPANY NJ","19.77","debit","Alcohol & Bars","Rewards Card","",""
"12/07/2015","Target","TARGET 00011759 FAIRFIELD NJ","3.09","debit","Shopping","Rewards Card","",""
"12/07/2015","Egg O Mania","EGG O MANIA JERSEY CITY NJ","60.00","debit","Restaurants","Rewards Card","",""
"12/07/2015","Quick Chek Fod","QUICK CHEK FOD STR PARSIPPANY NJ","2.19","debit","Groceries","Rewards Card","",""
"12/07/2015","Michaels","MICHAELS STORES 9194 PARSIPPANY NJ","23.52","credit","Hobbies","Rewards Card","",""
"12/07/2015","Michaels","MICHAELS STORES 9194 PARSIPPANY NJ","36.28","debit","Hobbies","Rewards Card","",""
"12/07/2015","Target","TARGET        00011759","19.65","debit","Shopping","Freedom Card","",""
"12/07/2015","ATM Cash Deposit","ATM CASH DEPOSIT 12/05 100 PARSIPPANY RD PARSIPPANY NJ","550.00","credit","Income","Kalpan Checking","",""
"12/04/2015","USPS","USPS 33639002833105222 PARSIPPANY NJ","0.49","debit","Shipping","Rewards Card","",""
"12/04/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","21.61","debit","Gas & Fuel","Rewards Card","",""
"12/04/2015","Intervale Gardens Rent","Check 152","1000.00","debit","Mortgage & Rent","Kalpan Checking","",""
"12/02/2015","Netflix","NETFLIX.COM NETFLIX.COM CA","7.99","debit","Movies & DVDs","Rewards Card","",""
